,time,z_minus,z_plus
0,0.0,1.0,0.0
1,0.01,2.0,0.0
2,0.02,2.0,0.0
3,0.03,2.0,0.0
4,0.04,2.0,0.0
5,0.05,4.0,0.0
6,0.06,7.0,0.0
7,0.07,7.0,0.0
8,0.08,8.0,0.0
9,0.09,9.0,0.0
10,0.1,10.0,0.0
11,0.11,11.0,0.0
12,0.12,14.0,0.0
13,0.13,17.0,0.0
14,0.14,17.0,0.0
15,0.15,19.0,0.0
16,0.16,26.0,0.0
17,0.17,32.0,0.0
18,0.18,36.0,0.0
19,0.19,41.0,0.0
20,0.2,44.0,1.0
21,0.21,48.0,1.0
22,0.22,52.0,1.0
23,0.23,64.0,1.0
24,0.24,70.0,1.0
25,0.25,79.0,1.0
26,0.26,96.0,1.0
27,0.27,104.0,1.0
28,0.28,121.0,1.0
29,0.29,146.0,1.0
30,0.3,169.0,1.0
31,0.31,203.0,2.0
32,0.32,231.0,2.0
33,0.33,268.0,2.0
34,0.34,315.0,2.0
35,0.35,356.0,3.0
36,0.36,429.0,4.0
37,0.37,498.0,6.0
38,0.38,587.0,7.0
39,0.39,682.0,7.0
40,0.4,790.0,9.0
41,0.41,900.0,12.0
42,0.42,1068.0,14.0
43,0.43,1235.0,15.0
44,0.44,1446.0,18.0
45,0.45,1663.0,23.0
46,0.46,1965.0,28.0
47,0.47,2298.0,34.0
48,0.48,2670.0,42.0
49,0.49,3127.0,45.0
50,0.5,3692.0,51.0
51,0.51,4305.0,58.0
52,0.52,4987.0,76.0
53,0.53,5785.0,91.0
54,0.54,6756.0,108.0
55,0.55,7848.0,119.0
56,0.56,9072.0,148.0
57,0.57,10543.0,175.0
58,0.58,12355.0,212.0
59,0.59,14297.0,246.0
60,0.6,16553.0,287.0
61,0.61,19284.0,331.0
62,0.62,22408.0,394.0
63,0.63,26012.0,460.0
64,0.64,30156.0,524.0
65,0.65,35114.0,628.0
66,0.66,40787.0,749.0
67,0.67,47413.0,882.0
68,0.68,55023.0,1027.0
69,0.69,63850.0,1174.0
70,0.7,74155.0,1384.0
71,0.71,86103.0,1598.0
72,0.72,100185.0,1853.0
73,0.73,116416.0,2204.0
74,0.74,135363.0,2572.0
75,0.75,157387.0,2974.0
76,0.76,182799.0,3482.0
77,0.77,212348.0,4063.0
78,0.78,246680.0,4718.0
79,0.79,286632.0,5490.0
80,0.8,332866.0,6441.0
81,0.81,386690.0,7497.0
82,0.82,448746.0,8698.0
83,0.83,521443.0,10099.0
84,0.84,605829.0,11749.0
85,0.85,703891.0,13680.0
86,0.86,817469.0,15914.0
87,0.87,950806.0,18514.0
88,0.88,1105191.0,21482.0
89,0.89,1284484.0,25037.0
90,0.9,1492694.0,29181.0
91,0.91,1734139.0,34075.0
92,0.92,2014161.0,39582.0
93,0.93,2340193.0,46033.0
94,0.94,2719143.0,53468.0
95,0.95,3158291.0,62205.0
96,0.96,3670998.0,72452.0
97,0.97,4266519.0,84347.0
98,0.98,4958135.0,97894.0
99,0.99,5760803.0,113635.0
100,1.0,6693654.0,132050.0
